id,original_address_1,original_address_2,standardized_address_1,standardized_address_2,match_level,confidence_score,analysis,method_used,timestamp,status
226,"Attisholzstrasse 11    ,Luterbach,4542,CHE","Austraße 11
6250 Kundl
%1,Kundl,6250,AUT","Attisholzstrasse 11, Luterbach, Solothurn, 4542, Switzerland","Austraße 11, Kundl, Tyrol, 6250, Austria",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:04.594268,success
227,"Schaffhauserstrasse    ,Stein AG,4332,CHE","Schaffhauserstrasse_x000D_
 _x000D_
 _x000D_,Stein,4332,CHE","Schaffhauserstrasse, Stein, Aargau, 4332, Switzerland","Schaffhauserstrasse, Stein, Aargau, 4332, Switzerland",IDENTICAL,95,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:04.594268,success
228,"Rothausstrasse 61    ,Muttenz,4132,CHE","Rothausstrasse 61, 4132 Muttenz,CH","Rothausstrasse 61, Muttenz, Basel-Landschaft, 4132, Switzerland","Rothausstrasse 61, Muttenz, Basel-Landschaft, 4132, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:04.594268,success
229,"Schaffhauserstrasse 101    ,Stein,4332,CHE","Schaffhauserstrasse_x000D_
 _x000D_
 _x000D_,Stein,4332,CHE","Schaffhauserstrasse 101, Stein, Aargau, 4332, Switzerland","Schaffhauserstrasse, Stein, Aargau, 4332, Switzerland",POSSIBLY_RELATED,60,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:04.594268,success
230,"Switzerland Other Location,Switzerland Other Location,CHE","Harry Potter on Location Kings Cross 9 ¾  London,N1 9AP,GBR","Switzerland Other Location, Switzerland","Kings Cross Station, London, N1 9AP, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:04.594268,success
231,"Geneva - General Office    ,NULL,CHE","Rue Gilles de Roberval_x000D_
ZI du Bois Vert Ploermel_x000D_
 _x000D_,ZI du Bois Vert Ploermel,Ploërmel,56800,FRA","Geneva General Office, Geneva, Switzerland","Rue Gilles de Roberval, ZI du Bois Vert Ploermel, Ploërmel, Brittany, 56800, France",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:22.565653,success
232,"153 ROUTE DE THONON 1245 COLLONGE BELLERIVE     ,Geneva,1222,CHE","153 Route De Thonon, _x000D_
1245 Collonge-Bellerive,_x000D_
Geneva_x000D_

1245","153 Route de Thonon, Collonge-Bellerive, Geneva, 1222, Switzerland","153 Route de Thonon, Collonge-Bellerive, Geneva, 1245, Switzerland",VERY_LIKELY_SAME,90,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:22.565653,success
233,"as Serv Prov for Snap Switzerland GmbH​ 22 Mattenstrasse Switzerland,Basel,4058,CHE","22 Mattenstrasse_x000D_
 _x000D_
 _x000D_,Basel,4058,CHE","22 Mattenstrasse, Basel, 4058, Switzerland","22 Mattenstrasse, Basel, 4058, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:22.565653,success
234,"Grabenstrasse 2,Baar,6340,CHE","3400 CARLISLE ST_x000D_
 _x000D_
 _x000D_,Dallas,75204,USA","Grabenstrasse 2, Baar, 6340, Switzerland","3400 Carlisle Street, Dallas, Texas, 75204, United States",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:22.565653,success
235,"Chavannes-de-Bogis,1279,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Chavannes-de-Bogis, 1279, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:22.565653,success
236,"Lugano,6900,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Lugano, Ticino, 6900, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:39.485265,success
237,"Monthey,1870,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Monthey, Valais, 1870, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:39.485265,success
238,"Sion,1951,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Sion, Valais, 1951, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:39.485265,success
239,"Vezia,6943,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Vezia, Ticino, 6943, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:39.485265,success
240,"Yverdon,1400,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Yverdon-les-Bains, Vaud, 1400, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:39.485265,success
241,"Baden,5400,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Baden, 5400, Aargau, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:57.366467,success
242,"Balerna,6828,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Balerna, 6828, Ticino, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:57.366467,success
243,"Bellinzona,6500,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Bellinzona, 6500, Ticino, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:57.366467,success
244,"Bern,3011,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Bern, 3011, Canton of Bern, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:57.366467,success
245,"Rothausstrasse 61,Pratteln,4133,CHE",tbc,"Rothausstrasse 61, Pratteln, 4133, Basel-Landschaft, Switzerland",tbc,NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:47:57.366467,success
246,"Dufourstrasse 43     ,Zurich,8008,CHE","Refinitiv Zurich, Dufourstrasse 43,0,CHE","Dufourstrasse 43, Zurich, 8008, Switzerland","Dufourstrasse 43, Zurich, 8008, Switzerland",IDENTICAL,95,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:48:16.890086,success
247,"Rütitrasse 12,Schlieren,8952,CHE","Westfield Business Park
Long Rd
Paignton
TQ4 7AU
%1,Paignton,TQ4 7AU,GBR","Rütistrasse 12, Schlieren, 8952, Switzerland","Westfield Business Park, Long Road, Paignton, TQ4 7AU, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:48:16.890086,success
248,"Claridenstrasse 41/43    ,Zurich,CHE","Claridenstrasse 41
8002 Zurich
%1,Zurich,8002,CHE","Claridenstrasse 41/43, Zurich, 8002, Switzerland","Claridenstrasse 41, Zurich, 8002, Switzerland",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:48:16.890086,success
249,"Hohenrainstrasse 24,Pratteln,4133,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Hohenrainstrasse 24, Pratteln, 4133, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:48:16.890086,success
250,"Via Ferrera 105,Ascona,6612,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Via Ferrera 105, Ascona, 6612, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:48:16.890086,success
251,"Greifengasse 22,Basel,4005,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Greifengasse 22, Basel, Basel-Stadt, 4005, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:48:35.214830,success
252,"Marktgasse 10,Bern,3011,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Marktgasse 10, Bern, Bern, 3011, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:48:35.214830,success
253,"Zentralstrasse 40,Biel,2501,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Zentralstrasse 40, Biel, Bern, 2501, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:48:35.214830,success
254,"Rue Pichard 3,Lausanne,1031,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Rue Pichard 3, Lausanne, Vaud, 1031, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:48:35.214830,success
255,"Champs-Montants 2,Marin-Epagnier,2074,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Champs-Montants 2, Marin-Epagnier, Neuchâtel, 2074, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:48:35.214830,success
256,"Fronwagplatz 1,Schaffhausen,8201,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Fronwagplatz 1, Schaffhausen, 8201, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:48:52.463329,success
257,"Delemont,2800,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Delemont, 2800, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:48:52.463329,success
258,"Zurich,8048,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Zurich, 8048, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:48:52.463329,success
259,"Aarau,5000,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Aarau, 5000, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:48:52.463329,success
260,"Affoltern am Albis,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Affoltern am Albis, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:48:52.463329,success
261,"Basel,3678,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Basel, 3678, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:49:13.035802,success
262,"Basel,4005,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Basel, 4005, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:49:13.035802,success
263,"Chur,7000,CHE","Meteor Court
Barnett Way
Barnwood

Gloucester
GL4 3GG
%1,Gloucester,GL4 3GG,GBR","Chur, 7000, Switzerland","Meteor Court, Barnett Way, Barnwood, Gloucester, GL4 3GG, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:49:13.035802,success
264,"Frauenfeld,8500,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Frauenfeld, 8500, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:49:13.035802,success
265,"Fribourg,1700,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Fribourg, 1700, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:49:13.035802,success
266,"Haag (Rheintal),9469,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Haag, Rheintal, 9469, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:49:30.762413,success
267,"Heerbrugg,9435,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Heerbrugg, 9435, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:49:30.762413,success
268,"Kreuzlingen,8280,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Kreuzlingen, 8280, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:49:30.762413,success
269,"La Chaux-de Fonds,2300,CHE","Meteor Court
Barnett Way
Barnwood

Gloucester
GL4 3GG
%1,Gloucester,GL4 3GG,GBR","La Chaux-de-Fonds, 2300, Switzerland","Meteor Court, Barnett Way, Barnwood, Gloucester, GL4 3GG, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:49:30.762413,success
270,"Locarno,6600,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Locarno, 6600, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:49:30.762413,success
271,"Luzern,6002,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Luzern, 6002, Lucerne, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:49:47.079598,success
272,"Marin-Epagnier,2074,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Marin-Epagnier, 2074, Neuchâtel, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:49:47.079598,success
273,"Nyon,1260,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Nyon, 1260, Vaud, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:49:47.079598,success
274,"Rickenbach,9532,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Rickenbach, 9532, Thurgau, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:49:47.079598,success
275,"lbach,6438,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Ibach, 6438, Schwyz, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:49:47.079598,success
276,"Solothurn,4500,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Solothurn, 4500, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:04.002180,success
277,"Spreitenbach,8957,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Spreitenbach, 8957, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:04.002180,success
278,"Thun,3601,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Thun, 3601, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:04.002180,success
279,"Vesenaz,1222,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Vesenaz, 1222, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:04.002180,success
280,"Wattwil,9630,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Wattwil, 9630, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:04.002180,success
281,"Winterthur,8400,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Winterthur, 8400, Zurich, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:21.611864,success
282,"Wohlen,5610,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Wohlen, 5610, Aargau, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:21.611864,success
283,"Swing Building, 3rd and 4th floor Richtistrasse 7  ,Wallisellen,8304,CHE","1 Tower Place
London
EC3R 5BU
%1,London,EC3R 5BU,GBR","Swing Building, 3rd and 4th floor, Richtistrasse 7, Wallisellen, 8304, Zurich, Switzerland","1 Tower Place, London, EC3R 5BU, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:21.611864,success
284,"Neumühlequai 6,Zürich,8001,CHE","20 Canada Square
Canary Wharf
London
E!$ 5LH
United Kingdom,GBR","Neumühlequai 6, Zurich, 8001, Zurich, Switzerland","20 Canada Square, Canary Wharf, London, E14 5LH, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:21.611864,success
285,"Alfred Escher-Strasse 34    ,NULL,8002,CHE","Alfred Escher-Strasse 34,8002,CHE","Alfred Escher-Strasse 34, Zurich, 8002, Zurich, Switzerland","Alfred Escher-Strasse 34, Zurich, 8002, Zurich, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:21.611864,success
286,"S&P    ,NULL,CHE","S&P Global, Phoenix Paragon Plaza, UGB 30, LBS Road, Kurla,400070,IND","S&P, Zurich, Switzerland","S&P Global, Phoenix Paragon Plaza, UGB 30, LBS Road, Kurla, Mumbai, Maharashtra, 400070, India",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:40.944502,success
287,"Zurich,8001,CHE","8005,CHE","Zurich, 8001, Switzerland","Zurich, 8005, Switzerland",DIFFERENT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:40.944502,success
288,"Biasca,6710,CHE","Old Salisbury Lane Romsey SO51 0ZN %1,Romsey,SO51 0ZN,GBR","Biasca, 6710, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:40.944502,success
289,"Emmen,6032,CHE","Old Salisbury Lane Romsey SO51 0ZN %1,Romsey,SO51 0ZN,GBR","Emmen, 6032, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:40.944502,success
290,"Hinwil,8340,CHE","Old Salisbury Lane Romsey SO51 0ZN %1,Romsey,SO51 0ZN,GBR","Hinwil, 8340, Switzerland","Old Salisbury Lane, Romsey, Hampshire, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:40.944502,success
291,"Langenthal,4900,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Langenthal, 4900, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:57.661635,success
292,"Liestal,4410,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Liestal, 4410, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:57.661635,success
293,"Morges,1110,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Morges, 1110, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:57.661635,success
294,"Pfaffikon,8808,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Pfaffikon, 8808, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:57.661635,success
295,"Rapperswil,8640,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Rapperswil, 8640, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:50:57.661635,success
296,"Sant-Antonino,6592,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Sant'Antonino, 6592, Ticino, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:51:14.376047,success
297,"Sargans,7320,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Sargans, 7320, St. Gallen, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:51:14.376047,success
298,"Schaffhausen,8201,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Schaffhausen, 8201, Schaffhausen, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:51:14.376047,success
299,"Schattdorf,6467,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Schattdorf, 6467, Uri, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:51:14.376047,success
300,"Schonbuhl,3321,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Schönbühl, 3321, Bern, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:51:14.376047,success
301,"Sierre,3960,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Sierre, 3960, Valais, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:51:32.220071,success
302,"St. Gallen,9000,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","St. Gallen, 9000, St. Gallen, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:51:32.220071,success
303,"Vevey,1800,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Vevey, 1800, Vaud, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:51:32.220071,success
